"Fiyat","Oda Sayısı","Bulunduğu Kat","Brüt Metrekare","Binanın Yaşı","Binanın Kat Sayısı","Sehir","Ilce"
"1600000","2","-1","55","21 Ve Üzeri","5","İstanbul","Fatih"
"2200000","3","4","90","21 Ve Üzeri","4","İstanbul","Fatih"
"1799000","4","4","136","21 Ve Üzeri","5","İstanbul","Fatih"
"2275000","5","5","120","21 Ve Üzeri","5","İstanbul","Fatih"
"4950000","6","4","200","21 Ve Üzeri","4","İstanbul","Fatih"
"4500000","3","4","93","5-10","5","İstanbul","Fatih"
"3850000","3","2","85","0 (Yeni)","5","İstanbul","Fatih"
"4200000","4","2","130","21 Ve Üzeri","5","İstanbul","Fatih"
"2650000","3","1","75","21 Ve Üzeri","3","İstanbul","Fatih"
"2000000","3","1","100","21 Ve Üzeri","3","İstanbul","Fatih"
"2450000","4","4","100","21 Ve Üzeri","4","İstanbul","Fatih"
"2850000","3","1","110","21 Ve Üzeri","4","İstanbul","Fatih"
"4600000","4","3","150","16-20","4","İstanbul","Fatih"
"1950000","3","1","75","21 Ve Üzeri","4","İstanbul","Fatih"
"1200000","2","1","65","21 Ve Üzeri","3","İstanbul","Fatih"
"2200000","3","3","80","21 Ve Üzeri","4","İstanbul","Fatih"
"2100000","3","3","90","21 Ve Üzeri","5","İstanbul","Fatih"
"5550000","4","3","160","0 (Yeni)","3","İstanbul","Fatih"
"2850000","4","2","118","21 Ve Üzeri","2","İstanbul","Fatih"
"1300000","3","1","80","21 Ve Üzeri","7","İstanbul","Fatih"
"2600000","3","3","90","21 Ve Üzeri","5","İstanbul","Fatih"
"1350000","3","-1","100","21 Ve Üzeri","4","İstanbul","Fatih"
"2380000","2","2","80","21 Ve Üzeri","5","İstanbul","Fatih"
"3500000","4","1","145","21 Ve Üzeri","4","İstanbul","Fatih"
"3850000","4","1","130","21 Ve Üzeri","5","İstanbul","Fatih"
"1595000","3","4","80","21 Ve Üzeri","4","İstanbul","Fatih"
"3000000","4","3","240","21 Ve Üzeri","5","İstanbul","Fatih"
"1550000","3","-1","85","21 Ve Üzeri","5","İstanbul","Fatih"
"1900000","3","3","90","21 Ve Üzeri","5","İstanbul","Fatih"
"2150000","3","3","70","21 Ve Üzeri","4","İstanbul","Fatih"
"1950000","3","3","80","21 Ve Üzeri","3","İstanbul","Fatih"
"3500000","3","3","85","21 Ve Üzeri","6","İstanbul","Fatih"
"1800000","2","1","65","21 Ve Üzeri","4","İstanbul","Fatih"
"2850000","3","1","115","21 Ve Üzeri","4","İstanbul","Fatih"
"4500000","5","3","125","5-10","3","İstanbul","Fatih"
"2150000","3","0","100","11-15","3","İstanbul","Fatih"
"3250000","4","3","175","21 Ve Üzeri","3","İstanbul","Fatih"
"2500000","3","2","70","21 Ve Üzeri","3","İstanbul","Fatih"
"6300000","5","3","155","0 (Yeni)","3","İstanbul","Fatih"
"1675000","2","1","60","21 Ve Üzeri","3","İstanbul","Fatih"
"1800000","3","0","80","21 Ve Üzeri","5","İstanbul","Fatih"
"2500000","3","3","80","21 Ve Üzeri","4","İstanbul","Fatih"
"1820000","3","1","65","21 Ve Üzeri","4","İstanbul","Fatih"
"2950000","3","1","95","21 Ve Üzeri","5","İstanbul","Fatih"
"1820000","3","1","65","21 Ve Üzeri","4","İstanbul","Fatih"
"2950000","3","1","95","21 Ve Üzeri","5","İstanbul","Fatih"
"2500000","3","1","85","21 Ve Üzeri","6","İstanbul","Fatih"
"5000000","3","2","90","0 (Yeni)","5","İstanbul","Fatih"
"3000000","3","3","90","21 Ve Üzeri","5","İstanbul","Fatih"
"2250000","3","1","130","21 Ve Üzeri","3","İstanbul","Fatih"
"3500000","3","1","85","21 Ve Üzeri","5","İstanbul","Fatih"
"2450000","3","2","90","21 Ve Üzeri","5","İstanbul","Fatih"
"2600000","3","4","80","21 Ve Üzeri","4","İstanbul","Fatih"
"2150000","3","-2","90","21 Ve Üzeri","3","İstanbul","Fatih"
"4200000","3","2","80","3","3","İstanbul","Fatih"
"2000000","2","1","50","16-20","4","İstanbul","Fatih"
"5550000","3","2","90","11-15","4","İstanbul","Fatih"
"2350000","3","1","100","21 Ve Üzeri","4","İstanbul","Fatih"
"1650000","3","1","80","21 Ve Üzeri","5","İstanbul","Fatih"
"2500000","3","1","88","21 Ve Üzeri","4","İstanbul","Fatih"
"1600000","3","4","80","21 Ve Üzeri","4","İstanbul","Fatih"
"2600000","3","1","100","21 Ve Üzeri","5","İstanbul","Fatih"
"3800000","3","2","78","0 (Yeni)","5","İstanbul","Fatih"
"3500000","3","2","70","21 Ve Üzeri","3","İstanbul","Fatih"
"3350000","2","2","62","21 Ve Üzeri","3","İstanbul","Fatih"
"1565000","2","1","70","21 Ve Üzeri","5","İstanbul","Fatih"
"1750000","3","1","85","21 Ve Üzeri","5","İstanbul","Fatih"
"2500000","3","4","80","21 Ve Üzeri","4","İstanbul","Fatih"
"3500000","4","5","140","21 Ve Üzeri","5","İstanbul","Fatih"
"2100000","3","1","100","21 Ve Üzeri","4","İstanbul","Fatih"
"1600000","3","4","80","21 Ve Üzeri","4","İstanbul","Fatih"
"1650000","3","1","95","21 Ve Üzeri","5","İstanbul","Fatih"
"2600000","3","1","80","16-20","3","İstanbul","Fatih"
"2500000","3","2","90","21 Ve Üzeri","4","İstanbul","Fatih"
"2750000","3","1","85","21 Ve Üzeri","4","İstanbul","Fatih"
"2450000","3","3","90","21 Ve Üzeri","5","İstanbul","Fatih"
"2200000","3","3","80","21 Ve Üzeri","5","İstanbul","Fatih"
"2400000","3","1","88","21 Ve Üzeri","4","İstanbul","Fatih"
"3000000","3","5","85","21 Ve Üzeri","5","İstanbul","Fatih"
"6000000","3","1","90","5-10","4","İstanbul","Fatih"
"6000000","5","3","130","11-15","3","İstanbul","Fatih"
"1550000","3","1","100","21 Ve Üzeri","4","İstanbul","Fatih"
"1020000","3","3","70","21 Ve Üzeri","4","İstanbul","Fatih"
"2050000","3","1","75","21 Ve Üzeri","4","İstanbul","Fatih"
"2200000","4","-1","100","21 Ve Üzeri","5","İstanbul","Fatih"
"2400000","4","3","95","21 Ve Üzeri","4","İstanbul","Fatih"
"2200000","3","4","85","21 Ve Üzeri","6","İstanbul","Fatih"
"7200000","7","4","200","21 Ve Üzeri","4","İstanbul","Fatih"
"1400000","3","1","80","21 Ve Üzeri","4","İstanbul","Fatih"
"1500000","3","2","85","21 Ve Üzeri","3","İstanbul","Fatih"
"1500000","5","1","135","21 Ve Üzeri","5","İstanbul","Fatih"
"1800000","3","1","70","21 Ve Üzeri","5","İstanbul","Fatih"
"2150000","3","3","90","21 Ve Üzeri","5","İstanbul","Fatih"
"4500000","5","1","145","21 Ve Üzeri","3","İstanbul","Fatih"
"3200000","4","1","100","11-15","4","İstanbul","Fatih"
"2600000","2","4","65","16-20","5","İstanbul","Fatih"
"4050000","3","1","120","21 Ve Üzeri","5","İstanbul","Fatih"
"1750000","4","0","100","21 Ve Üzeri","5","İstanbul","Fatih"
"2850000","3","1","95","21 Ve Üzeri","5","İstanbul","Fatih"
"1150000","2","1","75","21 Ve Üzeri","5","İstanbul","Fatih"
"2900000","3","1","70","5-10","5","İstanbul","Fatih"
"2000000","3","2","80","21 Ve Üzeri","3","İstanbul","Fatih"
"2000000","3","3","85","21 Ve Üzeri","4","İstanbul","Fatih"
"2250000","3","4","115","21 Ve Üzeri","5","İstanbul","Fatih"
"6400000","6","5","170","21 Ve Üzeri","6","İstanbul","Fatih"
"2250000","3","2","90","21 Ve Üzeri","5","İstanbul","Fatih"
"2150000","3","1","90","21 Ve Üzeri","4","İstanbul","Fatih"
"1550000","2","1","70","21 Ve Üzeri","5","İstanbul","Fatih"
"1650000","2","4","70","21 Ve Üzeri","4","İstanbul","Fatih"
"3750000","3","1","85","0 (Yeni)","3","İstanbul","Fatih"
"2890000","4","2","120","16-20","5","İstanbul","Fatih"
"5500000","4","3","180","0 (Yeni)","3","İstanbul","Fatih"
"3750000","4","4","60","21 Ve Üzeri","5","İstanbul","Fatih"
"1350000","2","1","65","21 Ve Üzeri","4","İstanbul","Fatih"
"19600000","2","1","170","0 (Yeni)","1","İstanbul","Fatih"
"1800000","2","1","75","21 Ve Üzeri","4","İstanbul","Fatih"
"1900000","3","1","85","21 Ve Üzeri","4","İstanbul","Fatih"
"2400000","3","1","90","21 Ve Üzeri","4","İstanbul","Fatih"
"1350000","3","1","80","21 Ve Üzeri","5","İstanbul","Fatih"
"1465000","3","1","62","21 Ve Üzeri","4","İstanbul","Fatih"
"1270000","2","1","60","21 Ve Üzeri","4","İstanbul","Fatih"
"1800000","3","1","80","21 Ve Üzeri","4","İstanbul","Fatih"
"3000000","3","1","80","21 Ve Üzeri","4","İstanbul","Fatih"
"2550000","3","1","90","21 Ve Üzeri","5","İstanbul","Fatih"
"8250000","7","5","310","21 Ve Üzeri","6","İstanbul","Fatih"
"1600000","2","1","70","21 Ve Üzeri","4","İstanbul","Fatih"
"1600000","3","1","110","21 Ve Üzeri","4","İstanbul","Fatih"
"1550000","2","1","65","21 Ve Üzeri","3","İstanbul","Fatih"
"3900000","4","4","170","21 Ve Üzeri","4","İstanbul","Fatih"
"6500000","4","1","170","21 Ve Üzeri","4","İstanbul","Fatih"
"6900000","3","1","135","21 Ve Üzeri","5","İstanbul","Fatih"
"3400000","4","2","118","21 Ve Üzeri","2","İstanbul","Fatih"
"2000000","3","5","80","21 Ve Üzeri","5","İstanbul","Fatih"
"3150000","3","3","95","21 Ve Üzeri","5","İstanbul","Fatih"
"3500000","4","1","130","21 Ve Üzeri","5","İstanbul","Fatih"
"1500000","3","1","50","21 Ve Üzeri","1","İstanbul","Fatih"
"4500000","4","4","155","21 Ve Üzeri","4","İstanbul","Fatih"
"6250000","4","4","135","21 Ve Üzeri","6","İstanbul","Fatih"
"3200000","4","1","130","21 Ve Üzeri","3","İstanbul","Fatih"
"2250000","3","4","100","21 Ve Üzeri","4","İstanbul","Fatih"
"1750000","2","0","70","21 Ve Üzeri","5","İstanbul","Fatih"
"2400000","3","2","85","21 Ve Üzeri","4","İstanbul","Fatih"
"2750000","3","0","100","21 Ve Üzeri","4","İstanbul","Fatih"
"11000000","4","1","140","21 Ve Üzeri","4","İstanbul","Fatih"
"2650000","3","1","83","21 Ve Üzeri","4","İstanbul","Fatih"
"8000000","4","4","155","21 Ve Üzeri","4","İstanbul","Fatih"
"5250000","3","4","95","0 (Yeni)","5","İstanbul","Fatih"
"2750000","3","1","125","21 Ve Üzeri","5","İstanbul","Fatih"
"8000000","4","6","170","21 Ve Üzeri","7","İstanbul","Fatih"
"4750000","6","4","180","21 Ve Üzeri","4","İstanbul","Fatih"
"2750000","5","5","130","21 Ve Üzeri","5","İstanbul","Fatih"
"1800000","3","3","85","21 Ve Üzeri","4","İstanbul","Fatih"
"6000000","3","1","90","0 (Yeni)","3","İstanbul","Fatih"
"1500000","2","1","60","21 Ve Üzeri","5","İstanbul","Fatih"
"2650000","3","1","90","11-15","5","İstanbul","Fatih"
"5250000","3","1","95","11-15","4","İstanbul","Fatih"
"4500000","4","4","130","21 Ve Üzeri","5","İstanbul","Fatih"
"1500000","4","1","60","21 Ve Üzeri","4","İstanbul","Fatih"
"3350000","3","2","110","21 Ve Üzeri","5","İstanbul","Fatih"
"1500000","2","1","55","21 Ve Üzeri","4","İstanbul","Fatih"
"3500000","3","1","95","21 Ve Üzeri","4","İstanbul","Fatih"
"1550000","2","2","80","5-10","5","İstanbul","Fatih"
"2300000","3","1","95","21 Ve Üzeri","3","İstanbul","Fatih"
"3500000","3","2","100","21 Ve Üzeri","4","İstanbul","Fatih"
"2275000","3","3","90","21 Ve Üzeri","5","İstanbul","Fatih"
"4250000","4","4","110","0 (Yeni)","4","İstanbul","Fatih"
"2500000","3","2","85","21 Ve Üzeri","5","İstanbul","Fatih"
"1975000","2","4","85","21 Ve Üzeri","5","İstanbul","Fatih"
"1575000","2","1","70","21 Ve Üzeri","5","İstanbul","Fatih"
"2950000","4","5","140","21 Ve Üzeri","5","İstanbul","Fatih"
"2150000","2","2","70","21 Ve Üzeri","5","İstanbul","Fatih"
"1900000","4","3","130","21 Ve Üzeri","5","İstanbul","Fatih"
"1525000","3","1","100","21 Ve Üzeri","6","İstanbul","Fatih"
"3900000","4","2","130","21 Ve Üzeri","5","İstanbul","Fatih"
"3550000","3","1","85","21 Ve Üzeri","5","İstanbul","Fatih"
"4500000","3","1","90","21 Ve Üzeri","5","İstanbul","Fatih"
"3000000","4","1","120","16-20","4","İstanbul","Fatih"
"6000000","3","1","90","0 (Yeni)","3","İstanbul","Fatih"
"2750000","2","1","50","21 Ve Üzeri","5","İstanbul","Fatih"
"1800000","3","4","100","21 Ve Üzeri","4","İstanbul","Fatih"
"1900000","2","1","80","21 Ve Üzeri","5","İstanbul","Fatih"
"4000000","3","-1","120","21 Ve Üzeri","4","İstanbul","Fatih"
"2750000","5","4","170","21 Ve Üzeri","4","İstanbul","Fatih"
"4150000","4","1","140","21 Ve Üzeri","4","İstanbul","Fatih"
"4800000","4","3","140","21 Ve Üzeri","4","İstanbul","Fatih"
"1500000","3","1","95","21 Ve Üzeri","4","İstanbul","Fatih"
"2000000","3","1","90","21 Ve Üzeri","3","İstanbul","Fatih"
"1650000","3","2","78","21 Ve Üzeri","4","İstanbul","Fatih"
"1425000","2","-1","80","21 Ve Üzeri","5","İstanbul","Fatih"
"2100000","3","2","75","21 Ve Üzeri","4","İstanbul","Fatih"
"1990000","4","4","105","21 Ve Üzeri","4","İstanbul","Fatih"
"3500000","4","4","150","21 Ve Üzeri","5","İstanbul","Fatih"
"3990000","4","3","115","21 Ve Üzeri","4","İstanbul","Fatih"
"3650000","3","3","100","16-20","4","İstanbul","Fatih"
"2000000","3","4","110","21 Ve Üzeri","4","İstanbul","Fatih"
"3350000","4","2","110","21 Ve Üzeri","3","İstanbul","Fatih"
"3650000","3","4","120","21 Ve Üzeri","5","İstanbul","Fatih"
"1700000","3","-1","75","21 Ve Üzeri","4","İstanbul","Fatih"
"2700000","3","4","105","21 Ve Üzeri","4","İstanbul","Fatih"
"4400000","4","1","135","21 Ve Üzeri","4","İstanbul","Fatih"
"6000000","4","1","175","3","3","İstanbul","Fatih"
"2500000","3","1","105","21 Ve Üzeri","5","İstanbul","Fatih"
"1200000","3","1","95","21 Ve Üzeri","5","İstanbul","Fatih"
"1350000","3","-1","75","21 Ve Üzeri","4","İstanbul","Fatih"
"2100000","3","3","75","21 Ve Üzeri","5","İstanbul","Fatih"
"3000000","4","3","110","21 Ve Üzeri","5","İstanbul","Fatih"
"2750000","4","4","110","21 Ve Üzeri","5","İstanbul","Fatih"
"1990000","3","3","95","21 Ve Üzeri","5","İstanbul","Fatih"
"1900000","3","3","70","21 Ve Üzeri","5","İstanbul","Fatih"
"2200000","3","2","80","21 Ve Üzeri","4","İstanbul","Fatih"
"8250000","7","5","319","21 Ve Üzeri","6","İstanbul","Fatih"
"3300000","3","1","90","21 Ve Üzeri","4","İstanbul","Fatih"
"3100000","3","3","110","21 Ve Üzeri","4","İstanbul","Fatih"
"2000000","3","3","80","21 Ve Üzeri","4","İstanbul","Fatih"
"1750000","3","-1","80","21 Ve Üzeri","5","İstanbul","Fatih"
"1500000","3","0","80","21 Ve Üzeri","4","İstanbul","Fatih"
"4150000","4","1","140","21 Ve Üzeri","4","İstanbul","Fatih"
"1300000","3","-1","100","21 Ve Üzeri","5","İstanbul","Fatih"
"2750000","4","4","110","21 Ve Üzeri","5","İstanbul","Fatih"
"1500000","3","1","80","21 Ve Üzeri","5","İstanbul","Fatih"
"3300000","4","4","100","21 Ve Üzeri","4","İstanbul","Fatih"
"1950000","2","1","60","21 Ve Üzeri","4","İstanbul","Fatih"
"1700000","3","0","80","21 Ve Üzeri","4","İstanbul","Fatih"
"1500000","2","5","75","16-20","5","İstanbul","Fatih"
"1500000","2","3","55","21 Ve Üzeri","5","İstanbul","Fatih"
"2300000","3","3","95","21 Ve Üzeri","3","İstanbul","Fatih"
"2550000","3","1","90","21 Ve Üzeri","6","İstanbul","Fatih"
"2500000","3","1","115","21 Ve Üzeri","5","İstanbul","Fatih"
"3500000","4","3","130","11-15","3","İstanbul","Fatih"
"2500000","3","1","80","21 Ve Üzeri","6","İstanbul","Fatih"
"6250000","4","3","170","21 Ve Üzeri","5","İstanbul","Fatih"
"5500000","6","4","250","16-20","4","İstanbul","Fatih"
"1600000","4","1","100","21 Ve Üzeri","4","İstanbul","Fatih"
"4500000","3","1","90","11-15","4","İstanbul","Fatih"
"3850000","3","3","120","21 Ve Üzeri","4","İstanbul","Fatih"
"2200000","3","4","85","21 Ve Üzeri","5","İstanbul","Fatih"
"1750000","3","3","100","21 Ve Üzeri","3","İstanbul","Fatih"
"2750000","4","2","125","21 Ve Üzeri","2","İstanbul","Fatih"
"2700000","3","3","80","21 Ve Üzeri","4","İstanbul","Fatih"
"2700000","3","4","85","21 Ve Üzeri","5","İstanbul","Fatih"
"1300000","3","-1","75","21 Ve Üzeri","3","İstanbul","Fatih"
"6000000","5","1","180","21 Ve Üzeri","5","İstanbul","Fatih"
"4350000","3","1","100","21 Ve Üzeri","3","İstanbul","Fatih"
"1800000","2","1","55","16-20","4","İstanbul","Fatih"
"1400000","3","-1","85","21 Ve Üzeri","4","İstanbul","Fatih"
"4750000","6","4","155","21 Ve Üzeri","4","İstanbul","Fatih"
"3400000","3","1","85","5-10","3","İstanbul","Fatih"
"3100000","3","4","150","21 Ve Üzeri","6","İstanbul","Fatih"
"2550000","3","1","90","21 Ve Üzeri","5","İstanbul","Fatih"
"6750000","3","3","135","0 (Yeni)","3","İstanbul","Fatih"
"3600000","5","4","200","21 Ve Üzeri","5","İstanbul","Fatih"
"2900000","4","1","90","16-20","5","İstanbul","Fatih"
"2600000","4","4","130","21 Ve Üzeri","6","İstanbul","Fatih"
"2250000","3","3","95","21 Ve Üzeri","4","İstanbul","Fatih"
"2200000","3","1","90","21 Ve Üzeri","4","İstanbul","Fatih"
"3000000","4","3","145","21 Ve Üzeri","4","İstanbul","Fatih"
"4200000","3","1","110","21 Ve Üzeri","4","İstanbul","Fatih"
"1275000","3","-1","75","21 Ve Üzeri","4","İstanbul","Fatih"
"1730000","2","1","65","21 Ve Üzeri","5","İstanbul","Fatih"
"5500000","4","1","150","21 Ve Üzeri","3","İstanbul","Fatih"
"2100000","3","1","95","21 Ve Üzeri","5","İstanbul","Fatih"
"4100000","5","1","160","0 (Yeni)","5","İstanbul","Fatih"
"3300000","3","2","105","21 Ve Üzeri","5","İstanbul","Fatih"
"2400000","3","2","90","21 Ve Üzeri","4","İstanbul","Fatih"
"1150000","2","1","75","21 Ve Üzeri","5","İstanbul","Fatih"
"1665000","2","1","55","21 Ve Üzeri","4","İstanbul","Fatih"
"2350000","4","4","110","21 Ve Üzeri","4","İstanbul","Fatih"
"3200000","6","4","280","21 Ve Üzeri","4","İstanbul","Fatih"
"1850000","3","5","100","21 Ve Üzeri","5","İstanbul","Fatih"
"4100000","5","1","160","0 (Yeni)","4","İstanbul","Fatih"
"3500000","4","3","140","21 Ve Üzeri","4","İstanbul","Fatih"
"4000000","3","4","110","21 Ve Üzeri","5","İstanbul","Fatih"
"2800000","3","4","81","21 Ve Üzeri","5","İstanbul","Fatih"
"2100000","3","3","90","21 Ve Üzeri","4","İstanbul","Fatih"
"1900000","3","0","85","21 Ve Üzeri","4","İstanbul","Fatih"
"8500000","5","1","70","4","3","İstanbul","Fatih"
"2499000","3","1","85","21 Ve Üzeri","4","İstanbul","Fatih"
"1500000","3","1","75","21 Ve Üzeri","5","İstanbul","Fatih"
"4950000","4","1","140","21 Ve Üzeri","4","İstanbul","Fatih"
"2100000","3","2","85","21 Ve Üzeri","3","İstanbul","Fatih"
"1450000","3","1","70","21 Ve Üzeri","5","İstanbul","Fatih"
"1450000","3","1","85","21 Ve Üzeri","3","İstanbul","Fatih"
"1650000","2","1","78","21 Ve Üzeri","4","İstanbul","Fatih"
"7000000","3","1","100","0 (Yeni)","5","İstanbul","Fatih"
"3050000","3","3","90","21 Ve Üzeri","4","İstanbul","Fatih"
"2750000","2","1","75","21 Ve Üzeri","1","İstanbul","Fatih"
"1930000","3","1","75","21 Ve Üzeri","5","İstanbul","Fatih"
"1750000","3","-1","100","21 Ve Üzeri","5","İstanbul","Fatih"
"2600000","3","2","105","21 Ve Üzeri","5","İstanbul","Fatih"
"2150000","3","1","90","21 Ve Üzeri","5","İstanbul","Fatih"
"3730000","3","1","135","5-10","6","İstanbul","Fatih"
"6000000","6","5","185","11-15","5","İstanbul","Fatih"
"1700000","2","1","60","21 Ve Üzeri","5","İstanbul","Fatih"
"2500000","3","1","90","21 Ve Üzeri","5","İstanbul","Fatih"
"2950000","3","3","85","21 Ve Üzeri","4","İstanbul","Fatih"
"2600000","3","1","85","21 Ve Üzeri","4","İstanbul","Fatih"
"3600000","4","2","128","21 Ve Üzeri","5","İstanbul","Fatih"
"3450000","4","5","105","21 Ve Üzeri","5","İstanbul","Fatih"
"4150000","3","2","110","0 (Yeni)","2","İstanbul","Fatih"
"1600000","2","1","70","21 Ve Üzeri","5","İstanbul","Fatih"
"3600000","4","2","105","21 Ve Üzeri","6","İstanbul","Fatih"
"1200000","2","0","70","21 Ve Üzeri","5","İstanbul","Fatih"
"6500000","4","3","180","21 Ve Üzeri","4","İstanbul","Fatih"
"2800000","3","3","90","21 Ve Üzeri","4","İstanbul","Fatih"
"2750000","3","3","79","21 Ve Üzeri","4","İstanbul","Fatih"
"2500000","3","1","80","21 Ve Üzeri","5","İstanbul","Fatih"
"2750000","4","1","150","11-15","6","İstanbul","Fatih"
"15000000","8","-3","370","3","4","İstanbul","Fatih"
"2500000","3","1","100","21 Ve Üzeri","3","İstanbul","Fatih"
"3500000","4","1","110","21 Ve Üzeri","4","İstanbul","Fatih"
"3000000","4","1","125","21 Ve Üzeri","5","İstanbul","Fatih"
"3100000","4","1","140","21 Ve Üzeri","4","İstanbul","Fatih"
"3000000","3","1","90","0 (Yeni)","4","İstanbul","Fatih"
"1900000","4","-1","130","21 Ve Üzeri","4","İstanbul","Fatih"
"3600000","3","1","90","21 Ve Üzeri","4","İstanbul","Fatih"
"4200000","4","1","130","21 Ve Üzeri","6","İstanbul","Fatih"
"8000000","4","2","150","11-15","6","İstanbul","Fatih"
"4950000","4","4","135","21 Ve Üzeri","4","İstanbul","Fatih"
"6500000","4","3","180","4","3","İstanbul","Fatih"
"2600000","3","1","90","21 Ve Üzeri","4","İstanbul","Fatih"
"2750000","4","4","150","21 Ve Üzeri","4","İstanbul","Fatih"
"4250000","6","4","160","21 Ve Üzeri","4","İstanbul","Fatih"
"3000000","4","1","140","21 Ve Üzeri","5","İstanbul","Fatih"
"1850000","3","1","80","11-15","6","İstanbul","Fatih"
"4500000","5","3","220","21 Ve Üzeri","5","İstanbul","Fatih"
"3800000","4","4","177","21 Ve Üzeri","4","İstanbul","Fatih"
"1650000","2","2","75","21 Ve Üzeri","5","İstanbul","Fatih"
"4600000","3","4","160","21 Ve Üzeri","4","İstanbul","Fatih"
"1750000","2","1","75","21 Ve Üzeri","3","İstanbul","Fatih"
"7000000","4","3","150","21 Ve Üzeri","5","İstanbul","Fatih"
"1400000","3","-1","80","21 Ve Üzeri","5","İstanbul","Fatih"
"1600000","2","0","80","21 Ve Üzeri","5","İstanbul","Fatih"
"4000000","3","3","100","21 Ve Üzeri","5","İstanbul","Fatih"
"3500000","3","2","90","21 Ve Üzeri","5","İstanbul","Fatih"
"1150000","2","1","55","21 Ve Üzeri","4","İstanbul","Fatih"
"2000000","3","1","78","21 Ve Üzeri","5","İstanbul","Fatih"
